Gene_ID,Gene_Symbol,Gene_Description,log2FoldChange,adjusted.P.Value,Regulation
5367,PMCH,pro-melanin concentrating hormone,2.57343369174361,0.00285099349074971,UP
3219,HOXB9,homeobox B9,1.6085640851913,0.00144255550901271,UP
6676,SPAG4,sperm associated antigen 4,1.5298041766889,0.00128436024043652,UP
90362,FAM110B,family with sequence similarity 110 member B,-2.93340224945629,0.00315979643705098,DOWN
27042,UTP25,UTP25 small subunit processome component,1.22389618447036,0.000660204486009827,UP
51351,ZNF117,zinc finger protein 117,1.48580775533543,0.00120299028711149,UP
11062,DUS4L,dihydrouridine synthase 4 like,1.62201997550096,0.00148522312118676,UP
727910,TLCD2,TLC domain containing 2,-1.62817935486105,0.00150045797356934,DOWN
120892,LRRK2,leucine rich repeat kinase 2,-1.47792305194186,0.00120242183941821,DOWN
4179,CD46,CD46 molecule,1.28773270100742,0.000811440002077759,UP
5864,RAB3A,"RAB3A, member RAS oncogene family",-1.53424493087495,0.00133189434997779,DOWN
79629,OCEL1,occludin/ELL domain containing 1,-1.35294762049723,0.000952834458581177,DOWN
54892,NCAPG2,non-SMC condensin II complex subunit G2,1.35102624769629,0.000951818338000195,UP
284486,THEM5,thioesterase superfamily member 5,2.81930150096012,0.00311976044576562,UP
375775,PNPLA7,patatin like phospholipase domain containing 7,-1.87715886751037,0.00199485823377818,DOWN
1831,TSC22D3,TSC22 domain family member 3,-1.45414137011968,0.00117695510005107,DOWN
55759,WDR12,WD repeat domain 12,1.25391496276829,0.000754054327448724,UP
8968,H3C7,H3 clustered histone 7,1.62472298474622,0.00153576197231862,UP
1181,CLCN2,chloride voltage-gated channel 2,-1.2881114295038,0.000834001771497474,DOWN
80760,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5,-2.78238574662269,0.0031139394398809,DOWN
55215,FANCI,FA complementation group I,1.56228632349037,0.00142117475251425,UP
22849,CPEB3,cytoplasmic polyadenylation element binding protein 3,-1.40722201262989,0.00109451850064383,DOWN
4001,LMNB1,lamin B1,1.32709830423045,0.000970125853769657,UP
10535,RNASEH2A,ribonuclease H2 subunit A,1.38972129769545,0.00111427100678297,UP
6549,SLC9A2,solute carrier family 9 member A2,-2.03047103174034,0.00232859383369617,DOWN
64078,SLC28A3,solute carrier family 28 member 3,2.48902203264441,0.00290586238094666,UP
23475,QPRT,quinolinate phosphoribosyltransferase,1.51121329061657,0.00137987503974378,UP
3707,ITPKB,inositol-trisphosphate 3-kinase B,-1.51937772495248,0.00140188482837259,DOWN
6935,ZEB1,zinc finger E-box binding homeobox 1,-2.28937164991465,0.00271401410041468,DOWN
4351,MPI,mannose phosphate isomerase,-1.35114991482861,0.0010622299867077,DOWN
27287,VENTX,VENT homeobox,2.11520201978536,0.00249409033409046,UP
4051,CYP4F3,cytochrome P450 family 4 subfamily F member 3,1.40090628216309,0.00117589011026569,UP
92421,CHMP4C,charged multivesicular body protein 4C,1.46235592170559,0.00132441148457498,UP
2041,EPHA1,EPH receptor A1,1.47393407135313,0.0013500436760627,UP
2177,FANCD2,FA complementation group D2,1.44409230991733,0.00128753223303364,UP
3149,HMGB3,high mobility group box 3,1.3733189938346,0.00113385910675586,UP
147699,PPM1N,"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)",1.73090578196146,0.0018902731581113,UP
57134,MAN1C1,mannosidase alpha class 1C member 1,-1.57195473323999,0.00157441461429274,DOWN
471,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,1.20763130132784,0.000768852286904799,UP
60681,FKBP10,FKBP prolyl isomerase 10,1.63255250343322,0.00170268690820675,UP
55127,HEATR1,HEAT repeat containing 1,1.05456208274851,0.000450117740041507,UP
54492,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,-1.3537066587116,0.00110653249455995,DOWN
8294,H4C9,H4 clustered histone 9,1.50593784143585,0.00144922320579545,UP
6785,ELOVL4,ELOVL fatty acid elongase 4,-3.07404692527045,0.00347746328088221,DOWN
134637,ADAT2,adenosine deaminase tRNA specific 2,1.36436323505572,0.00114381647814335,UP
8317,CDC7,cell division cycle 7,1.66456269818989,0.00179699321301293,UP
3110,MNX1,motor neuron and pancreas homeobox 1,1.54185835401989,0.00154818973561524,UP
8482,SEMA7A,semaphorin 7A (JohnMiltonHagen blood group),1.64782757525128,0.00177152541955178,UP
441282,AKR1B15,aldo-keto reductase family 1 member B15,-2.45674122650953,0.00299590477119656,DOWN
51222,ZNF219,zinc finger protein 219,-1.66893438091091,0.00182105246046048,DOWN
83660,TLN2,talin 2,-1.39743120337201,0.00123626581974423,DOWN
23171,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,-1.2642021437589,0.000932660894771956,DOWN
8824,CES2,carboxylesterase 2,-1.47105394786427,0.00140708783112657,DOWN
4779,NFE2L1,NFE2 like bZIP transcription factor 1,-1.19746448667545,0.000788398162869981,DOWN
51330,TNFRSF12A,TNF receptor superfamily member 12A,2.12515893424129,0.00261768505038405,UP
1475,CSTA,cystatin A,2.80731938628429,0.00333728057667159,UP
1727,CYB5R3,cytochrome b5 reductase 3,-1.25842216795197,0.00094790256997557,DOWN
55824,PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,-1.43595421976057,0.00136834494672245,DOWN
54908,SPDL1,spindle apparatus coiled-coil protein 1,1.30858417905608,0.0010784027598412,UP
183,AGT,angiotensinogen,1.55806384050091,0.00166363904670095,UP
11076,TPPP,tubulin polymerization promoting protein,-1.8066470020292,0.00217431049954874,DOWN
5577,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,-2.41739964683151,0.00304130293447893,DOWN
3557,IL1RN,interleukin 1 receptor antagonist,1.72463855618885,0.00203354388984615,UP
7023,TFAP4,transcription factor AP-4,1.31873530857568,0.00114434236360385,UP
8914,TIMELESS,timeless circadian regulator,1.32554988751549,0.00116313229425828,UP
80772,CPTP,ceramide-1-phosphate transfer protein,-1.27649884778511,0.00104640043359765,DOWN
124930,ANKRD13B,ankyrin repeat domain 13B,1.44597671053878,0.00145079400360945,UP
5373,PMM2,phosphomannomutase 2,1.0833727179655,0.000601447636676622,UP
115557,ARHGEF25,Rho guanine nucleotide exchange factor 25,-3.30913594639645,0.00372438462753072,DOWN
5025,P2RX4,purinergic receptor P2X 4,-1.3686237762297,0.00127501428707608,DOWN
54941,RNF125,ring finger protein 125,-1.63001210964079,0.00187176311755776,DOWN
8345,H2BC9,H2B clustered histone 9,1.59458536993602,0.00179951411837131,UP
254102,EHBP1L1,EH domain binding protein 1 like 1,-1.29007886742403,0.00111351053259473,DOWN
203260,CCDC107,coiled-coil domain containing 107,-1.26503461784821,0.00105889584206423,DOWN
5598,MAPK7,mitogen-activated protein kinase 7,-1.14773730706268,0.000778977074208403,DOWN
5906,RAP1A,"RAP1A, member of RAS oncogene family",-1.39932384264147,0.00138904353041653,DOWN
4176,MCM7,minichromosome maintenance complex component 7,1.24581353204857,0.00102239204610981,UP
8342,H2BC14,H2B clustered histone 14,1.63716247962122,0.0019359272080774,UP
395,ARHGAP6,Rho GTPase activating protein 6,-1.6919665654073,0.00204940461811508,DOWN
150590,C2orf15,chromosome 2 open reading frame 15,1.48597710478759,0.0016079843085773,UP
3656,IRAK2,interleukin 1 receptor associated kinase 2,1.56248925247229,0.00178306768518935,UP
4171,MCM2,minichromosome maintenance complex component 2,1.44096099145222,0.00151301919169589,UP
10799,RPP40,ribonuclease P/MRP subunit p40,1.39422346723342,0.0014044023259151,UP
9055,PRC1,protein regulator of cytokinesis 1,1.584102579332,0.00184147658847056,UP
8808,IL1RL2,interleukin 1 receptor like 2,2.35202347857737,0.00307543221061605,UP
100820829,MYZAP,myocardial zonula adherens protein,-1.51048280738433,0.00171673385803804,DOWN
79071,ELOVL6,ELOVL fatty acid elongase 6,-1.25894395362993,0.00111252481899671,DOWN
79723,SUV39H2,SUV39H2 histone lysine methyltransferase,1.38220349724838,0.00141755757934032,UP
55757,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,1.33012761939427,0.00129171341172585,UP
2681,GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive),-2.17947866907091,0.00290897558233132,DOWN
8613,PLPP3,phospholipid phosphatase 3,-1.23502743252921,0.00106440637157412,DOWN
10939,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,-1.09436174780637,0.00072238638032676,DOWN
960,CD44,CD44 molecule (IN blood group),1.48253464456839,0.00168202803287599,UP
200844,CFAP20DC,CFAP20 domain containing,2.27104455986298,0.00304661392859525,UP
91608,RASL10B,RAS like family 10 member B,2.25670667118308,0.00303250445212296,UP
84172,POLR1B,RNA polymerase I subunit B,1.25160530749945,0.00113228404352531,UP
4173,MCM4,minichromosome maintenance complex component 4,1.34961004039584,0.00138314059955919,UP
7782,SLC30A4,solute carrier family 30 member 4,-1.37379224668817,0.00144603372253122,DOWN
10085,EDIL3,EGF like repeats and discoidin domains 3,-1.92336226057031,0.00258098182995924,DOWN
1384,CRAT,carnitine O-acetyltransferase,-1.40290002683479,0.00152190014729225,DOWN
8330,H2AC15,H2A clustered histone 15,1.40834565241278,0.00154217861963763,UP
57545,CC2D2A,coiled-coil and C2 domain containing 2A,-1.48920911593984,0.00173719455267441,DOWN
22983,MAST1,microtubule associated serine/threonine kinase 1,-2.90737847086689,0.00365605453161668,DOWN
440519,ZNF724,zinc finger protein 724,1.64295786946375,0.00210679762936008,UP
65975,STK33,serine/threonine kinase 33,-2.25900842909178,0.00310051235837589,DOWN
7223,TRPC4,transient receptor potential cation channel subfamily C member 4,-2.78439191469932,0.00359744343835426,DOWN
152831,KLB,klotho beta,-2.49195522633318,0.00335361020756298,DOWN
83449,PMFBP1,polyamine modulated factor 1 binding protein 1,1.60454686149342,0.00204154637962013,UP
55225,RAVER2,"ribonucleoprotein, PTB binding 2",-1.15753866890308,0.000951862219102218,DOWN
80209,PROSER1,proline and serine rich 1,1.29401633605813,0.00130848808486118,UP
5800,PTPRO,protein tyrosine phosphatase receptor type O,2.54935799491898,0.00341923206148562,UP
26504,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4,-1.27052840639131,0.00124901077463028,DOWN
1112,FOXN3,forkhead box N3,-1.21572441168858,0.00111440582764223,DOWN
10614,HEXIM1,HEXIM P-TEFb complex subunit 1,-1.30928560321467,0.00136579887099267,DOWN
90529,STPG1,sperm tail PG-rich repeat containing 1,-1.31727589591528,0.00138919942973283,DOWN
79989,IFT56,intraflagellar transport 56,1.5869766571602,0.00205474408600633,UP
55425,GPALPP1,GPALPP motifs containing 1,1.31035638414244,0.00139901382649294,UP
1019,CDK4,cyclin dependent kinase 4,1.2724424458065,0.00130299564959395,UP
245973,ATP6V1C2,ATPase H+ transporting V1 subunit C2,1.66615330101439,0.00224178121852207,UP
6201,RPS7,ribosomal protein S7,1.25735622759319,0.0012813524202473,UP
389677,RBM12B,RNA binding motif protein 12B,1.31400062999868,0.00143633267392077,UP
284110,GSDMA,gasdermin A,2.16619936131019,0.00308156313159788,UP
599,BCL2L2,BCL2 like 2,-1.36316350544246,0.00157422887429291,DOWN
3976,LIF,LIF interleukin 6 family cytokine,1.48628873598685,0.0018785518228181,UP
9918,NCAPD2,non-SMC condensin I complex subunit D2,1.18372717585905,0.0011090344043986,UP
3815,KIT,"KIT proto-oncogene, receptor tyrosine kinase",-1.57471625967816,0.0020899765893347,DOWN
220992,ZNF485,zinc finger protein 485,1.314909220701,0.00147418923329859,UP
726,CAPN5,calpain 5,-1.33266458220219,0.00152263621734471,DOWN
157313,CDCA2,cell division cycle associated 2,1.81373401212901,0.00258494473187865,UP
27145,FILIP1,filamin A interacting protein 1,-3.41182257939495,0.00405342178234478,DOWN
2070,EYA4,EYA transcriptional coactivator and phosphatase 4,-2.90210408104444,0.00379996087132523,DOWN
6505,SLC1A1,solute carrier family 1 member 1,-1.68569563385589,0.00236614976377938,DOWN
6468,FBXW4,F-box and WD repeat domain containing 4,-1.20322112561656,0.00120726764213953,DOWN
55089,SLC38A4,solute carrier family 38 member 4,-1.81683429871725,0.00263496488986334,DOWN
55661,DDX27,DEAD-box helicase 27,1.17736017233191,0.00114699716912911,UP
5166,PDK4,pyruvate dehydrogenase kinase 4,-3.25221906314906,0.00401813494053153,DOWN
8556,CDC14A,cell division cycle 14A,-1.39483218086566,0.0017298994970545,DOWN
94274,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,-2.8280411072116,0.00378681831706586,DOWN
316,AOX1,aldehyde oxidase 1,-1.54129895274472,0.00211273920458512,DOWN
166968,MIER3,MIER family member 3,-1.24525431371776,0.00136015763847369,DOWN
153090,DAB2IP,DAB2 interacting protein,-1.16930078917381,0.00115390368675725,DOWN
2549,GAB1,GRB2 associated binding protein 1,-1.15055884052115,0.00110248580481095,DOWN
84419,C15orf48,chromosome 15 open reading frame 48,-1.48881291772635,0.00199948157170545,DOWN
655,BMP7,bone morphogenetic protein 7,1.77583081343189,0.002606654178423,UP
10071,MUC12,"mucin 12, cell surface associated",-2.41198467981288,0.00348081838363182,DOWN
2770,GNAI1,G protein subunit alpha i1,-1.75984485675712,0.00258461386346586,DOWN
3218,HOXB8,homeobox B8,2.85249394414916,0.00384677143208128,UP
83990,BRIP1,BRCA1 interacting helicase 1,1.49501404045355,0.0020360105254894,UP
10196,PRMT3,protein arginine methyltransferase 3,1.22342068649231,0.00133447212996846,UP
6575,SLC20A2,solute carrier family 20 member 2,-1.17471096923378,0.00120095336056039,DOWN
80740,LY6G6C,lymphocyte antigen 6 family member G6C,2.96809530622543,0.00393184854651932,UP
79971,WLS,Wnt ligand secretion mediator,-1.39710754683968,0.00182789392595298,DOWN
27286,SRPX2,sushi repeat containing protein X-linked 2,1.75196419835502,0.00262389947284325,UP
9818,NUP58,nucleoporin 58,1.2459048351241,0.00144299431959056,UP
7049,TGFBR3,transforming growth factor beta receptor 3,-1.52884120155617,0.00218529121916301,DOWN
79977,GRHL2,grainyhead like transcription factor 2,1.38344977729346,0.00182839381153336,UP
10606,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,1.29363855899842,0.00159060809970754,UP
84128,WDR75,WD repeat domain 75,1.17276970770385,0.0012713845146636,UP
6635,SNRPE,small nuclear ribonucleoprotein polypeptide E,1.30057105057021,0.00164375230785005,UP
101730217,SPECC1L-ADORA2A,SPECC1L-ADORA2A readthrough (NMD candidate),-1.18129156644029,0.0013104086714994,DOWN
57026,PDXP,pyridoxal phosphatase,-1.42675266089638,0.00198343756110073,DOWN
387264,KRTAP5-1,keratin associated protein 5-1,1.62000515478943,0.00245660014226604,UP
79691,QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2,1.13664778530796,0.00120602134721189,UP
9754,STARD8,StAR related lipid transfer domain containing 8,-1.31474407565056,0.00172298978126108,DOWN
10007,GNPDA1,glucosamine-6-phosphate deaminase 1,1.2771434852292,0.00162246004716211,UP
57699,CPNE5,copine 5,-1.76634419251205,0.00277305720063459,DOWN
84918,LRP11,LDL receptor related protein 11,1.25935001666182,0.00159015890487498,UP
5111,PCNA,proliferating cell nuclear antigen,1.37069979723861,0.0019117048427616,UP
9521,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,1.2729293851581,0.00164569064811792,UP
3614,IMPDH1,inosine monophosphate dehydrogenase 1,1.22070864611621,0.00150049355437851,UP
338440,ANO9,anoctamin 9,1.4169774154844,0.00205000224188527,UP
8535,CBX4,chromobox 4,1.24809686620992,0.00159416795141459,UP
10404,CPQ,carboxypeptidase Q,-1.30653625712071,0.00176245099942994,DOWN
9933,PUM3,pumilio RNA binding family member 3,1.12269110690466,0.00123214852685125,UP
6853,SYN1,synapsin I,-2.33506364609199,0.003602856043102,DOWN
203,AK1,adenylate kinase 1,-1.34784655413865,0.00188450602523547,DOWN
55795,PCID2,PCI domain containing 2,1.29502335663086,0.00174771091262726,UP
100527943,TGIF2-RAB5IF,TGIF2-RAB5IF readthrough,1.30839025509667,0.00179738099132264,UP
55299,BRIX1,biogenesis of ribosomes BRX1,1.1623920262796,0.00137362262112947,UP
122773,KLHDC1,kelch domain containing 1,-2.03874129963226,0.00327791680058632,DOWN
5151,PDE8A,phosphodiesterase 8A,-1.19827035228577,0.00150689094306598,DOWN
30,ACAA1,acetyl-CoA acyltransferase 1,-1.21626625111647,0.00156915494389641,DOWN
7748,ZNF195,zinc finger protein 195,1.28872921184172,0.00178962555739462,UP
7433,VIPR1,vasoactive intestinal peptide receptor 1,-1.40714078382173,0.00211904645743612,DOWN
109504726,ERV3-1-ZNF117,ERV3-1-ZNF117 readthrough,1.4072805838272,0.00212588670873534,UP
117581,TWIST2,twist family bHLH transcription factor 2,-3.01881676221232,0.00416360238967878,DOWN
390205,LRRC10B,leucine rich repeat containing 10B,2.26284169187278,0.00360430484670755,UP
824,CAPN2,calpain 2,-1.25805716041348,0.00172839814586621,DOWN
8344,H2BC6,H2B clustered histone 6,1.44488478511641,0.00225277913120746,UP
2,A2M,alpha-2-macroglobulin,-1.37093515715647,0.00206473742023853,DOWN
55723,ASF1B,anti-silencing function 1B histone chaperone,1.35972592224912,0.0020655558544416,UP
94,ACVRL1,activin A receptor like type 1,-1.36406929716597,0.00207754470199245,DOWN
8458,TTF2,transcription termination factor 2,1.1901246362201,0.00157961811301063,UP
9734,HDAC9,histone deacetylase 9,-1.92592706829788,0.00325215781322365,DOWN
6389,SDHA,succinate dehydrogenase complex flavoprotein subunit A,-1.10967939068487,0.00136460452880992,DOWN
8780,RIOK3,RIO kinase 3,-1.24255614230586,0.00178117715136921,DOWN
379,ARL4D,ADP ribosylation factor like GTPase 4D,-2.3747499603421,0.00380057561194979,DOWN
3978,LIG1,DNA ligase 1,1.24230395158368,0.00178873574630234,UP
441459,ANKRD18B,ankyrin repeat domain 18B,1.71290773930299,0.0029266515499446,UP
11259,FILIP1L,filamin A interacting protein 1 like,-1.7442666976148,0.00298496681897872,DOWN
63967,CLSPN,claspin,1.41144656135439,0.00226240017257806,UP
30835,CD209,CD209 molecule,-1.51975676856666,0.00252712830949229,DOWN
25777,SUN2,Sad1 and UNC84 domain containing 2,-1.17565194047737,0.00160594147559904,DOWN
2125,EVPL,envoplakin,1.46925023532869,0.00243395904774659,UP
9657,IQCB1,IQ motif containing B1,1.1246839456326,0.00146210401251481,UP
8537,BCAS1,brain enriched myelin associated protein 1,-3.06221365354159,0.00429182694525086,DOWN
55654,TMEM127,transmembrane protein 127,-1.07426628130778,0.00130355478650344,DOWN
79913,ACTR5,actin related protein 5,1.21445915921366,0.00177545993947816,UP
6227,RPS21,ribosomal protein S21,1.3563829709018,0.00221985116672798,UP
253982,ASPHD1,aspartate beta-hydroxylase domain containing 1,1.60510772758114,0.00281672020669,UP
137392,CIBAR1,CBY1 interacting BAR domain containing 1,1.39127979568662,0.00232694396747189,UP
51001,MTERF3,mitochondrial transcription termination factor 3,1.18779834840662,0.00174992069165125,UP
1845,DUSP3,dual specificity phosphatase 3,-1.21895756358742,0.00184685930090167,DOWN
7188,TRAF5,TNF receptor associated factor 5,1.39047624945307,0.0023369183545164,UP
3310,HSPA6,heat shock protein family A (Hsp70) member 6,1.65455278870902,0.00294760467772687,UP
132884,EVC2,EvC ciliary complex subunit 2,-1.51065081303772,0.00264305379935596,DOWN
5723,PSPH,phosphoserine phosphatase,1.32492230340673,0.00216859562649063,UP
2494,NR5A2,nuclear receptor subfamily 5 group A member 2,-1.49376630811947,0.00261632397959683,DOWN
84133,ZNRF3,zinc and ring finger 3,1.32069084954114,0.00217693405788435,UP
8337,H2AC18,H2A clustered histone 18,1.29747099376647,0.00211959080674484,UP
11162,NUDT6,nudix hydrolase 6,-1.34229013649752,0.00225024872566098,DOWN
128312,H2BC26,H2B clustered histone 26,1.47223617182103,0.00259370289042181,UP
51523,CXXC5,CXXC finger protein 5,1.16501420928545,0.00173666726751719,UP
284422,SMIM24,small integral membrane protein 24,1.57221847959701,0.00284111508996823,UP
6223,RPS19,ribosomal protein S19,1.11188948492299,0.0015764933527283,UP
9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",-2.50785567814149,0.00408281844904996,DOWN
57655,GRAMD1A,GRAM domain containing 1A,1.29463176719714,0.00214975018969592,UP
1816,DRD5,dopamine receptor D5,-2.66294088927532,0.00419875759846649,DOWN
27199,OXGR1,oxoglutarate receptor 1,2.77633887786136,0.00427151210102979,UP
10797,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",1.26172207065317,0.00206577543922262,UP
6173,RPL36A,ribosomal protein L36a,1.2565966636738,0.00205188833604171,UP
54414,SIAE,sialic acid acetylesterase,-1.36171857781441,0.00235736632219632,DOWN
51114,ZDHHC9,zinc finger DHHC-type palmitoyltransferase 9,1.27062424188167,0.00210198334657518,UP
9630,GNA14,G protein subunit alpha 14,-1.54065579734259,0.00281012908609256,DOWN
91464,ISX,intestine specific homeobox,-1.70746708030604,0.00315927690696339,DOWN
140545,RNF32,ring finger protein 32,1.59447078407037,0.00294379323111601,UP
8089,YEATS4,YEATS domain containing 4,1.26871641916116,0.00213296366381103,UP
686,BTD,biotinidase,-1.09514820727554,0.00157797582778072,DOWN
66002,CYP4F12,cytochrome P450 family 4 subfamily F member 12,-1.44531708337237,0.002638752578159,DOWN
5105,PCK1,phosphoenolpyruvate carboxykinase 1,-2.00181847671634,0.0036546373521535,DOWN
221393,ADGRF4,adhesion G protein-coupled receptor F4,1.55212008534323,0.00289432273549626,UP
66008,TRAK2,trafficking kinesin protein 2,-1.0837552665077,0.00158002860748032,DOWN
8370,H4C14,H4 clustered histone 14,1.71455879083393,0.00323137754422902,UP
79596,OBI1,ORC ubiquitin ligase 1,1.19783202878036,0.00195990344913126,UP
154091,SLC2A12,solute carrier family 2 member 12,1.49735403580737,0.00278886220402952,UP
84056,KATNAL1,katanin catalytic subunit A1 like 1,-1.49623399936826,0.00280521988392869,DOWN
57180,ACTR3B,actin related protein 3B,1.1728778233692,0.00190778038404731,UP
10464,PIBF1,progesterone immunomodulatory binding factor 1,1.33607451746203,0.0024061817124941,UP
9293,GPR52,G protein-coupled receptor 52,2.30989918513504,0.00404530001539923,UP
4916,NTRK3,neurotrophic receptor tyrosine kinase 3,-3.45511940573194,0.00466982974330439,DOWN
84960,CCDC183,coiled-coil domain containing 183,1.55748550201067,0.00297823149272215,UP
8140,SLC7A5,solute carrier family 7 member 5,1.8537932707707,0.00352041037980259,UP
80018,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",1.09317914603906,0.00166832317218803,UP
64344,HIF3A,hypoxia inducible factor 3 subunit alpha,-1.71027966306868,0.00328565820952745,DOWN
343450,KCNT2,potassium sodium-activated channel subfamily T member 2,-2.59703971960178,0.00429170386565183,DOWN
37,ACADVL,acyl-CoA dehydrogenase very long chain,-1.23120738922905,0.00214029976441018,DOWN
7010,TEK,TEK receptor tyrosine kinase,-1.40962431707769,0.0026659751891306,DOWN
57085,AGTRAP,angiotensin II receptor associated protein,1.12781081280007,0.00184419859507054,UP
29935,RPA4,replication protein A4,1.91997188577723,0.00366504846655195,UP
10110,SGK2,serum/glucocorticoid regulated kinase 2,-1.27103989057496,0.00230720506573869,DOWN
51228,GLTP,glycolipid transfer protein,-1.30845399213941,0.00241928104859727,DOWN
8894,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,1.078988829481,0.00168749226450664,UP
56957,OTUD7B,OTU deubiquitinase 7B,-1.12342689987299,0.00187060990968158,DOWN
58,ACTA1,"actin alpha 1, skeletal muscle",-2.53748890567467,0.00430206592666238,DOWN
118491,CFAP70,cilia and flagella associated protein 70,2.24848196648324,0.00407612313792499,UP
5592,PRKG1,protein kinase cGMP-dependent 1,-1.37168921631887,0.00264729626728569,DOWN
92745,SLC38A5,solute carrier family 38 member 5,1.7010701554515,0.00337694678084479,UP
51655,RASD1,ras related dexamethasone induced 1,-1.4993737286626,0.00298779114405095,DOWN
55612,FERMT1,FERM domain containing kindlin 1,2.01296113796473,0.00385735279606212,UP
4641,MYO1C,myosin IC,-1.20359377501587,0.00219187006668492,DOWN
55346,TCP11L1,t-complex 11 like 1,-1.30677966151432,0.00253314232964101,DOWN
8340,H2BC13,H2B clustered histone 13,1.5792870841542,0.0032072884718084,UP
9077,DIRAS3,DIRAS family GTPase 3,-2.10372903924017,0.00400937442176031,DOWN
54827,NXPE4,neurexophilin and PC-esterase domain family member 4,-2.0690939214609,0.00397320284576608,DOWN
26354,GNL3,G protein nucleolar 3,1.19348114546686,0.00224145689925502,UP
387804,VSTM5,V-set and transmembrane domain containing 5,-1.82490328507003,0.00367497416442119,DOWN
149840,SHLD1,shieldin complex subunit 1,1.52812606575057,0.00314516606836943,UP
113220,KIF12,kinesin family member 12,1.55161836008305,0.00319736319182144,UP
801,CALM1,calmodulin 1,-1.13160397950443,0.00205305123694865,DOWN
9209,LRRFIP2,LRR binding FLII interacting protein 2,-1.04260748841824,0.00173929708115829,DOWN
10223,GPA33,glycoprotein A33,-1.58743143322494,0.00330021184240141,DOWN
9022,CLIC3,chloride intracellular channel 3,1.5945125995785,0.00332277481902321,UP
3212,HOXB2,homeobox B2,-1.7417818309925,0.00359088837526936,DOWN
6732,SRPK1,SRSF protein kinase 1,1.07538056503173,0.00190053678644826,UP
401944,LDLRAD2,low density lipoprotein receptor class A domain containing 2,-1.72192977997561,0.00358103858523887,DOWN
26020,LRP10,LDL receptor related protein 10,-1.07302358668496,0.00193450371696217,DOWN
5933,RBL1,RB transcriptional corepressor like 1,1.36939578457493,0.00287178563354122,UP
23509,POFUT1,protein O-fucosyltransferase 1,1.11626442871,0.00214170934886088,UP
100529241,HSPE1-MOB4,HSPE1-MOB4 readthrough,1.11468042262862,0.00213763412926707,UP
29899,GPSM2,G protein signaling modulator 2,1.46897279422758,0.00315878952668102,UP
29107,NXT1,nuclear transport factor 2 like export factor 1,1.36573008217417,0.00292393361747111,UP
4782,NFIC,nuclear factor I C,-1.51746083841266,0.00328846015617781,DOWN
55130,ODAD2,outer dynein arm docking complex subunit 2,-2.91537472849551,0.0047040567268211,DOWN
10615,SPAG5,sperm associated antigen 5,1.51616740579043,0.00330698655414699,UP
26499,PLEK2,pleckstrin 2,1.24912640056134,0.00263154756642453,UP
64785,GINS3,GINS complex subunit 3,1.49907933685687,0.00329345693193971,UP
51099,ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase",-1.10594689218113,0.0021896268171468,DOWN
1871,E2F3,E2F transcription factor 3,1.19002721074559,0.00247641151359467,UP
10576,CCT2,chaperonin containing TCP1 subunit 2,1.09153452004021,0.00215831319929718,UP
6541,SLC7A1,solute carrier family 7 member 1,1.20883603464014,0.0025609712328779,UP
84179,SLC49A3,solute carrier family 49 member 3,-1.53611168258106,0.00341015977797762,DOWN
1806,DPYD,dihydropyrimidine dehydrogenase,-1.33678332310509,0.00295038631599604,DOWN
5873,RAB27A,"RAB27A, member RAS oncogene family",-1.29900886354545,0.00284954813985389,DOWN
112,ADCY6,adenylate cyclase 6,-1.13714332166782,0.00235297774337679,DOWN
5422,POLA1,"DNA polymerase alpha 1, catalytic subunit",1.19308535054167,0.00254246506475109,UP
84295,PHF6,PHD finger protein 6,1.13519129825026,0.00235455389627177,UP
84033,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",-1.48582550458447,0.00333898105065045,DOWN
6628,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,1.27056577490632,0.00279253218887925,UP
57568,SIPA1L2,signal induced proliferation associated 1 like 2,-1.2795763158856,0.00282783899700155,DOWN
64943,NT5DC2,5'-nucleotidase domain containing 2,1.34572827926547,0.00301770321135924,UP
